businessUnit_name,Description,Address,City,County,State,Postal Code,Business Unit #,Grocery delivery service offered,Grocery delivery status,Online grocery pickup service offered,Online grocery pickup status
"RENO (N), NV",WM Supercenter,2425 E 2ND ST,RENO,WASHOE,NV,89502-1218,2106,No,Available,No,
"LOCKPORT, NY",WM Supercenter,5735 SOUTH TRANSIT ROAD,LOCKPORT,NIAGARA,NY,14094-5864,2107,No,,No,Available
"MAYS LANDING, NJ",WM Supercenter,4620 BLACK HORSE PIKE,MAYS LANDING,ATLANTIC,NJ,08330-3213,2108,No,Available,No,Available
"MILLVILLE, NJ",Wal-Mart,2291 N 2ND ST,MILLVILLE,CUMBERLAND,NJ,08332-1305,2109,Yes,Available,Yes,Available
HILLSBORO TX,WM Supercenter,401 COKE AVE,HILLSBORO,HILL,TX,76645-2671,211,No,,No,
"PARAMOUNT, CA",WM Supercenter,14501 LAKEWOOD BLVD,PARAMOUNT,LOS ANGELES,CA,90723-3601,2110,Yes,Available,Yes,Available
HOOVER SE AL,WM Supercenter,5335 HIGHWAY 280,HOOVER,SHELBY,AL,35242-5317,2111,No,Available,Yes,Available
"SCOTTSDALE, AZ",WM Supercenter,4915 N PIMA RD,SCOTTSDALE,MARICOPA,AZ,85251-1872,2112,Yes,Available,Yes,Available
"PHOENIX, AZ",WM Supercenter,1607 W BETHANY HOME RD,PHOENIX,MARICOPA,AZ,85015-2507,2113,No,,Yes,
"CHIPLEY, FL",WM Supercenter,1621 MAIN ST,CHIPLEY,WASHINGTON,FL,32428-5992,2114,No,,Yes,Available
"NEW PHILADELPHIA, OH",WM Supercenter,231 BLUEBELL DR SW,NEW PHILADELPHIA,TUSCARAWAS,OH,44663-9601,2115,No,Available,Yes,Available
"QUEENSBURY, NY",WM Supercenter,891 ROUTE 9,QUEENSBURY,WARREN,NY,12804-1744,2116,Yes,Available,Yes,Available
"LOS BANOS (MERCED), CA EF",WM Supercenter,1575 WEST PACHECO BLVD,LOS BANOS,MERCED,CA,93635-8505,2117,Yes,Available,Yes,Available
"LUNENBURG, MA",Wal-Mart,301 MASSACHUSETTS AVE,LUNENBURG,WORCESTER,MA,01462-1218,2118,Yes,Available,Yes,Available
"MILPITAS, CA",WM Supercenter,301 RANCH DR,MILPITAS,SANTA CLARA,CA,95035-5100,2119,No,Available,Yes,Available
NORMAN OK,WM Supercenter,333 N INTERSTATE DR,NORMAN,CLEVELAND,OK,73069-6326,212,No,Available,Yes,Available
"NORWICH, NY",WM Supercenter,5396 STATE HIGHWAY 12,NORWICH,CHENANGO,NY,13815-3716,2120,Yes,Available,Yes,Available
"SHELTON, WA",WM Supercenter,100 E WALLACE KNEELAND BLVD,SHELTON,MASON,WA,98584-2981,2121,Yes,Available,Yes,Available
"AVON, MA",WM Supercenter,30 MEMORIAL DR,AVON,NORFOLK,MA,02322-1919,2122,No,,No,
"TEXARKANA, TX",WM Supercenter,4000 NEW BOSTON RD,TEXARKANA,BOWIE,TX,75501-2819,2123,No,Available,Yes,Available
"BEAVER CREEK, OH",WM Supercenter,3360 PENTAGON BLVD,BEAVERCREEK,GREENE,OH,45431-2199,2124,No,,No,
"LAKEWOOD, CO",WM Supercenter,7455 W COLFAX AVE,LAKEWOOD,JEFFERSON,CO,80214-5400,2125,No,Available,Yes,Available
"MILILANI, HI",Wal-Mart,95-550 LANIKUHANA AVE,MILILANI,HONOLULU,HI,96789-1783,2126,Yes,Available,Yes,Available
"WAUSAU, WI",WM Supercenter,226100 RIB MOUNTAIN DR,WAUSAU,MARATHON,WI,54401-6604,2127,No,,Yes,Available
"HALIFAX, MA",WM Supercenter,295 PLYMOUTH ST,HALIFAX,PLYMOUTH,MA,02338-1340,2128,Yes,Available,Yes,Available
"CLEARFIELD, PA",WM Supercenter,100 SUPERCENTER DR,CLEARFIELD,CLEARFIELD,PA,16830-6027,2129,Yes,Available,Yes,Available
LITCHFIELD IL,WM Supercenter,1205 W FERDON ST,LITCHFIELD,MONTGOMERY,IL,62056-4454,213,No,,No,Available
"PORTSMOUTH, NH",WM Supercenter,2460 LAFAYETTE RD,PORTSMOUTH,ROCKINGHAM,NH,03801-5618,2130,No,Available,Yes,Available
"TOPEKA, KS",WM Supercenter,1301 SW 37TH ST,TOPEKA,SHAWNEE,KS,66611-2308,2131,Yes,Available,Yes,Available
"BATON ROUGE (S), LA",WM Supercenter,10606 N MALL DR,BATON ROUGE,EAST BATON ROUGE,LA,70809-4800,2132,No,Not Available,Yes,Not Available
